Model,Scenario,Region,Variable,Unit,Year,Value
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Hydrogen,EUR/GJ,2048,24.41755454
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Hydrogen,EUR/GJ,2049,24.41755454
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Hydrogen,EUR/GJ,2050,24.41755454
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2015,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2016,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2017,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2018,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2019,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2020,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2021,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2022,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2023,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2024,25.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2025,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2026,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2027,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2028,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2029,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2030,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2031,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2032,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2033,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2034,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2035,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2036,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2037,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2038,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2039,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2040,30.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2041,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2042,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2043,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2044,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2045,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2046,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2047,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2048,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2049,22.0
FORECAST-Sites,Scenario 6,Spain,Price|Secondary Energy|Liquids|Biomass,EUR/GJ,2050,22.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Electricity,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Electricity,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Electricity,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Liquids|Oil,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Liquids|Oil,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Liquids|Oil,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Solids|Coal,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Solids|Coal,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Solids|Coal,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Gases|Gas,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Gases|Gas,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Gases|Gas,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Solids|Biomass,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Solids|Biomass,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Solids|Biomass,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Heat|Solar,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Heat|Solar,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Heat|Solar,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Hydrogen,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Hydrogen,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Hydrogen,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Liquids|Biomass,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Liquids|Biomass,EUR/GJ,2040,0.0
FORECAST-Sites,Scenario 6,Spain,Subsidies|Secondary Energy|Liquids|Biomass,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Electricity,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Electricity,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Liquids|Oil,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Liquids|Oil,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Solids|Coal,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Solids|Coal,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Gases|Gas,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Gases|Gas,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Solids|Biomass,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Solids|Biomass,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Heat|Solar,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Heat|Solar,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Hydrogen,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Hydrogen,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Liquids|Biomass,EUR/GJ,2025,0.0
FORECAST-Sites,Scenario 6,Spain,Taxes|Secondary Energy|Liquids|Biomass,EUR/GJ,2050,0.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2020,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Electricity,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2020,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Liquids|Oil,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2020,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Coal,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2020,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Gases|Gas,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2020,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2021,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2022,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2023,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2024,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2025,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2026,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2027,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2028,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2029,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2030,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2031,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2032,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2033,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2034,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2035,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2036,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2037,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2038,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2039,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2040,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2041,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2042,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2043,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2044,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2045,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2046,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2047,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2048,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2049,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Solids|Biomass,EJ/yr,2050,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2015,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2016,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2017,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2018,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2019,10.0
FORECAST-Sites,Scenario 6,Spain,Secondary Energy|Heat|Solar,EJ/yr,2020,10.0
